TPXC30 Index,,,7203 JT Equity,,,7267 JT Equity,,,6758 JT Equity,,,7201 JT Equity,,,6752 JT Equity,,,6902 JT Equity,,,9984 JT Equity,,,9432 JT Equity,,,9433 JT Equity,,,9437 JT Equity,,,8306 JT Equity,,,8316 JT Equity,,,8411 JT Equity,,,8766 JT Equity,,,8604 JT Equity,,,6954 JT Equity,,,9020 JT Equity,,,8058 JT Equity,,,9022 JT Equity,,,8031 JT Equity,,,2914 JT Equity,,,3382 JT Equity,,,7751 JT Equity,,,6981 JT Equity,,,6501 JT Equity,,,4502 JT Equity,,,4503 JT Equity,,,8802 JT Equity,,,8801 JT Equity,,,4063 JT Equity,
Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
2016/8/8,631.14,,2016/8/8,6055,,2016/8/8,3002,,2016/8/8,3297,,2016/8/8,994,,2016/8/8,987.5,,2016/8/8,4127,,2016/8/8,6000,,2016/8/8,4771,,2016/8/8,3246,,2016/8/8,2620,,2016/8/8,531.4,,2016/8/8,3378,,2016/8/8,167.9,,2016/8/8,3872,,2016/8/8,469.4,,2016/8/8,17225,,2016/8/8,8855,,2016/8/8,2002.5,,2016/8/8,17835,,2016/8/8,1282,,2016/8/8,4008,,2016/8/8,4364,,2016/8/8,2923.5,,2016/8/8,12590,,2016/8/8,482.9,,2016/8/8,4694,,2016/8/8,1687,,2016/8/8,2001,,2016/8/8,2289,,2016/8/8,7078
2016/8/9,635.94,,2016/8/9,6011,,2016/8/9,2992,,2016/8/9,3374,,2016/8/9,1012.5,,2016/8/9,1008,,2016/8/9,4097,,2016/8/9,6201,,2016/8/9,4854,,2016/8/9,3244,,2016/8/9,2661,,2016/8/9,536,,2016/8/9,3409,,2016/8/9,167.7,,2016/8/9,3897,,2016/8/9,475.4,,2016/8/9,17420,,2016/8/9,8821,,2016/8/9,2053,,2016/8/9,17785,,2016/8/9,1303,,2016/8/9,3996,,2016/8/9,4440,,2016/8/9,2923.5,,2016/8/9,12620,,2016/8/9,491.2,,2016/8/9,4765,,2016/8/9,1694,,2016/8/9,2000.5,,2016/8/9,2290,,2016/8/9,7191
2016/8/10,634.01,,2016/8/10,5944,,2016/8/10,2961.5,,2016/8/10,3373,,2016/8/10,1011.5,,2016/8/10,1005,,2016/8/10,4008,,2016/8/10,6364,,2016/8/10,4864,,2016/8/10,3226,,2016/8/10,2699.5,,2016/8/10,536.1,,2016/8/10,3399,,2016/8/10,166.3,,2016/8/10,3846,,2016/8/10,460.5,,2016/8/10,17315,,2016/8/10,8952,,2016/8/10,2057.5,,2016/8/10,17820,,2016/8/10,1299.5,,2016/8/10,3996,,2016/8/10,4402,,2016/8/10,2934,,2016/8/10,12670,,2016/8/10,484.8,,2016/8/10,4764,,2016/8/10,1670,,2016/8/10,1968.5,,2016/8/10,2252.5,,2016/8/10,7119
2016/8/12,635.31,,2016/8/12,6000,,2016/8/12,2955,,2016/8/12,3349,,2016/8/12,1004,,2016/8/12,1005,,2016/8/12,4056,,2016/8/12,6353,,2016/8/12,4874,,2016/8/12,3240,,2016/8/12,2719.5,,2016/8/12,529,,2016/8/12,3377,,2016/8/12,166.1,,2016/8/12,3881,,2016/8/12,462.9,,2016/8/12,17145,,2016/8/12,8882,,2016/8/12,2075,,2016/8/12,17800,,2016/8/12,1295,,2016/8/12,4010,,2016/8/12,4464,,2016/8/12,2920,,2016/8/12,13035,,2016/8/12,488.2,,2016/8/12,4808,,2016/8/12,1693,,2016/8/12,1996.5,,2016/8/12,2254,,2016/8/12,7074
2016/8/15,634.35,,2016/8/15,5950,,2016/8/15,2948.5,,2016/8/15,3300,,2016/8/15,998,,2016/8/15,996.4,,2016/8/15,4024,,2016/8/15,6804,,2016/8/15,4870,,2016/8/15,3255,,2016/8/15,2714.5,,2016/8/15,524.9,,2016/8/15,3362,,2016/8/15,165.3,,2016/8/15,3815,,2016/8/15,457.3,,2016/8/15,17375,,2016/8/15,8834,,2016/8/15,2046,,2016/8/15,17570,,2016/8/15,1282,,2016/8/15,4043,,2016/8/15,4400,,2016/8/15,2916.5,,2016/8/15,13105,,2016/8/15,481.9,,2016/8/15,4717,,2016/8/15,1657.5,,2016/8/15,2018.5,,2016/8/15,2245,,2016/8/15,7013
2016/8/16,626.65,,2016/8/16,5875,,2016/8/16,2929,,2016/8/16,3295,,2016/8/16,980.7,,2016/8/16,996.5,,2016/8/16,3958,,2016/8/16,6802,,2016/8/16,4854,,2016/8/16,3190,,2016/8/16,2708.5,,2016/8/16,518,,2016/8/16,3329,,2016/8/16,163.1,,2016/8/16,3738,,2016/8/16,448.9,,2016/8/16,17165,,2016/8/16,8783,,2016/8/16,2014.5,,2016/8/16,17325,,2016/8/16,1254,,2016/8/16,3991,,2016/8/16,4353,,2016/8/16,2881.5,,2016/8/16,12650,,2016/8/16,478.7,,2016/8/16,4652,,2016/8/16,1634,,2016/8/16,1959.5,,2016/8/16,2158.5,,2016/8/16,6938
2016/8/17,635.54,,2016/8/17,6006,,2016/8/17,3028,,2016/8/17,3253,,2016/8/17,986.4,,2016/8/17,1027,,2016/8/17,4075,,2016/8/17,6767,,2016/8/17,4832,,2016/8/17,3241,,2016/8/17,2703.5,,2016/8/17,535.9,,2016/8/17,3438,,2016/8/17,168.1,,2016/8/17,3885,,2016/8/17,461.2,,2016/8/17,17325,,2016/8/17,8713,,2016/8/17,2073,,2016/8/17,17105,,2016/8/17,1299,,2016/8/17,3969,,2016/8/17,4387,,2016/8/17,2918,,2016/8/17,12930,,2016/8/17,490.1,,2016/8/17,4690,,2016/8/17,1625.5,,2016/8/17,1951.5,,2016/8/17,2202,,2016/8/17,7169
2016/8/18,624.46,,2016/8/18,5900,,2016/8/18,2987.5,,2016/8/18,3270,,2016/8/18,961.1,,2016/8/18,1020,,2016/8/18,4032,,2016/8/18,6455,,2016/8/18,4691,,2016/8/18,3170,,2016/8/18,2674,,2016/8/18,526.7,,2016/8/18,3383,,2016/8/18,166.2,,2016/8/18,3836,,2016/8/18,452.1,,2016/8/18,17120,,2016/8/18,8595,,2016/8/18,2074.5,,2016/8/18,16855,,2016/8/18,1295,,2016/8/18,3912,,2016/8/18,4384,,2016/8/18,2891,,2016/8/18,12540,,2016/8/18,479.3,,2016/8/18,4540,,2016/8/18,1577,,2016/8/18,1939.5,,2016/8/18,2129.5,,2016/8/18,7142
2016/8/19,628.83,,2016/8/19,6026,,2016/8/19,3093,,2016/8/19,3273,,2016/8/19,968.4,,2016/8/19,1028.5,,2016/8/19,4116,,2016/8/19,6481,,2016/8/19,4588,,2016/8/19,3114,,2016/8/19,2653,,2016/8/19,532.2,,2016/8/19,3439,,2016/8/19,168.1,,2016/8/19,4005,,2016/8/19,457.9,,2016/8/19,17335,,2016/8/19,8476,,2016/8/19,2150,,2016/8/19,16600,,2016/8/19,1343,,2016/8/19,3865,,2016/8/19,4409,,2016/8/19,2917,,2016/8/19,12710,,2016/8/19,489.3,,2016/8/19,4530,,2016/8/19,1532,,2016/8/19,1957,,2016/8/19,2100.5,,2016/8/19,7298
2016/8/22,631.82,,2016/8/22,6100,,2016/8/22,3131,,2016/8/22,3319,,2016/8/22,960.6,,2016/8/22,1039.5,,2016/8/22,4139,,2016/8/22,6494,,2016/8/22,4609,,2016/8/22,3105,,2016/8/22,2673,,2016/8/22,528.6,,2016/8/22,3436,,2016/8/22,167.6,,2016/8/22,4004,,2016/8/22,457.7,,2016/8/22,17150,,2016/8/22,8764,,2016/8/22,2152,,2016/8/22,16735,,2016/8/22,1355,,2016/8/22,3887,,2016/8/22,4441,,2016/8/22,2894,,2016/8/22,12635,,2016/8/22,494.9,,2016/8/22,4545,,2016/8/22,1554,,2016/8/22,1959.5,,2016/8/22,2114.5,,2016/8/22,7423
2016/8/23,629.06,,2016/8/23,5997,,2016/8/23,3066,,2016/8/23,3302,,2016/8/23,946.5,,2016/8/23,1028,,2016/8/23,4074,,2016/8/23,6435,,2016/8/23,4678,,2016/8/23,3162,,2016/8/23,2704.5,,2016/8/23,523.8,,2016/8/23,3388,,2016/8/23,166.9,,2016/8/23,3926,,2016/8/23,449.1,,2016/8/23,16950,,2016/8/23,8820,,2016/8/23,2101,,2016/8/23,17150,,2016/8/23,1354.5,,2016/8/23,3897,,2016/8/23,4520,,2016/8/23,2861,,2016/8/23,12420,,2016/8/23,477.1,,2016/8/23,4541,,2016/8/23,1598,,2016/8/23,1980.5,,2016/8/23,2156,,2016/8/23,7311
2016/8/24,635.03,,2016/8/24,6120,,2016/8/24,3089,,2016/8/24,3373,,2016/8/24,972.2,,2016/8/24,1032,,2016/8/24,4112,,2016/8/24,6593,,2016/8/24,4703,,2016/8/24,3158,,2016/8/24,2673.5,,2016/8/24,524.9,,2016/8/24,3405,,2016/8/24,168.5,,2016/8/24,3993,,2016/8/24,457.3,,2016/8/24,17095,,2016/8/24,9045,,2016/8/24,2121,,2016/8/24,17290,,2016/8/24,1353.5,,2016/8/24,3901,,2016/8/24,4534,,2016/8/24,2887,,2016/8/24,12420,,2016/8/24,475,,2016/8/24,4563,,2016/8/24,1653,,2016/8/24,1958.5,,2016/8/24,2162,,2016/8/24,7323
2016/8/25,633.98,,2016/8/25,6116,,2016/8/25,3091,,2016/8/25,3371,,2016/8/25,982.5,,2016/8/25,1019,,2016/8/25,4127,,2016/8/25,6700,,2016/8/25,4645,,2016/8/25,3098,,2016/8/25,2668,,2016/8/25,524.1,,2016/8/25,3412,,2016/8/25,169.1,,2016/8/25,4007,,2016/8/25,459.4,,2016/8/25,17160,,2016/8/25,8987,,2016/8/25,2117,,2016/8/25,17230,,2016/8/25,1349,,2016/8/25,3923,,2016/8/25,4431,,2016/8/25,2887,,2016/8/25,12935,,2016/8/25,475.5,,2016/8/25,4541,,2016/8/25,1619.5,,2016/8/25,1957,,2016/8/25,2150,,2016/8/25,7158
2016/8/26,624.55,,2016/8/26,5911,,2016/8/26,3024,,2016/8/26,3331,,2016/8/26,974,,2016/8/26,1016.5,,2016/8/26,4020,,2016/8/26,6642,,2016/8/26,4623,,2016/8/26,3097,,2016/8/26,2639,,2016/8/26,518.7,,2016/8/26,3370,,2016/8/26,167.9,,2016/8/26,3900,,2016/8/26,452.9,,2016/8/26,16705,,2016/8/26,8894,,2016/8/26,2100,,2016/8/26,16905,,2016/8/26,1342,,2016/8/26,3869,,2016/8/26,4354,,2016/8/26,2859.5,,2016/8/26,12495,,2016/8/26,466,,2016/8/26,4489,,2016/8/26,1590,,2016/8/26,1920,,2016/8/26,2108,,2016/8/26,7276
2016/8/29,638.65,,2016/8/29,6147,,2016/8/29,3136,,2016/8/29,3347,,2016/8/29,1001,,2016/8/29,1030,,2016/8/29,4212,,2016/8/29,6798,,2016/8/29,4645,,2016/8/29,3145,,2016/8/29,2684,,2016/8/29,535.3,,2016/8/29,3448,,2016/8/29,171.5,,2016/8/29,4032,,2016/8/29,469.7,,2016/8/29,17215,,2016/8/29,8917,,2016/8/29,2139,,2016/8/29,17085,,2016/8/29,1376,,2016/8/29,3858,,2016/8/29,4308,,2016/8/29,2908.5,,2016/8/29,13140,,2016/8/29,481.9,,2016/8/29,4561,,2016/8/29,1602.5,,2016/8/29,1971,,2016/8/29,2205,,2016/8/29,7436
2016/8/30,638.2,,2016/8/30,6186,,2016/8/30,3156,,2016/8/30,3326,,2016/8/30,1003,,2016/8/30,1035.5,,2016/8/30,4225,,2016/8/30,6656,,2016/8/30,4602,,2016/8/30,3103,,2016/8/30,2631.5,,2016/8/30,541.4,,2016/8/30,3473,,2016/8/30,173.2,,2016/8/30,4020,,2016/8/30,471.2,,2016/8/30,17065,,2016/8/30,8765,,2016/8/30,2134.5,,2016/8/30,16785,,2016/8/30,1370.5,,2016/8/30,3918,,2016/8/30,4323,,2016/8/30,2906.5,,2016/8/30,13360,,2016/8/30,484,,2016/8/30,4552,,2016/8/30,1600,,2016/8/30,1961.5,,2016/8/30,2200.5,,2016/8/30,7508
2016/8/31,646.22,,2016/8/31,6238,,2016/8/31,3170,,2016/8/31,3325,,2016/8/31,1015,,2016/8/31,1061,,2016/8/31,4272,,2016/8/31,6756,,2016/8/31,4546,,2016/8/31,3036,,2016/8/31,2603,,2016/8/31,564.1,,2016/8/31,3621,,2016/8/31,179.7,,2016/8/31,4064,,2016/8/31,487.3,,2016/8/31,17630,,2016/8/31,8860,,2016/8/31,2155.5,,2016/8/31,16990,,2016/8/31,1377,,2016/8/31,4008,,2016/8/31,4361,,2016/8/31,2964,,2016/8/31,13905,,2016/8/31,496,,2016/8/31,4560,,2016/8/31,1580.5,,2016/8/31,1957,,2016/8/31,2228,,2016/8/31,7594
2016/9/1,651.44,,2016/9/1,6284,,2016/9/1,3204,,2016/9/1,3300,,2016/9/1,1031.5,,2016/9/1,1070,,2016/9/1,4313,,2016/9/1,6867,,2016/9/1,4571,,2016/9/1,3074,,2016/9/1,2626.5,,2016/9/1,574,,2016/9/1,3675,,2016/9/1,181.4,,2016/9/1,4017,,2016/9/1,490.2,,2016/9/1,17415,,2016/9/1,8936,,2016/9/1,2163.5,,2016/9/1,16965,,2016/9/1,1372.5,,2016/9/1,4033,,2016/9/1,4490,,2016/9/1,2975.5,,2016/9/1,14300,,2016/9/1,494.4,,2016/9/1,4664,,2016/9/1,1602,,2016/9/1,1950,,2016/9/1,2240,,2016/9/1,7454
2016/9/2,654.22,,2016/9/2,6266,,2016/9/2,3185,,2016/9/2,3350,,2016/9/2,1033.5,,2016/9/2,1064.5,,2016/9/2,4308,,2016/9/2,6869,,2016/9/2,4671,,2016/9/2,3118,,2016/9/2,2656,,2016/9/2,575.5,,2016/9/2,3697,,2016/9/2,181.3,,2016/9/2,4138,,2016/9/2,496.1,,2016/9/2,17325,,2016/9/2,9026,,2016/9/2,2146.5,,2016/9/2,17140,,2016/9/2,1362,,2016/9/2,4106,,2016/9/2,4454,,2016/9/2,2981,,2016/9/2,14000,,2016/9/2,496.2,,2016/9/2,4710,,2016/9/2,1629,,2016/9/2,1961.5,,2016/9/2,2249.5,,2016/9/2,7405
2016/9/5,655.24,,2016/9/5,6264,,2016/9/5,3177,,2016/9/5,3401,,2016/9/5,1039.5,,2016/9/5,1065,,2016/9/5,4315,,2016/9/5,6938,,2016/9/5,4683,,2016/9/5,3127,,2016/9/5,2658.5,,2016/9/5,567.1,,2016/9/5,3669,,2016/9/5,182.1,,2016/9/5,4155,,2016/9/5,482.4,,2016/9/5,17435,,2016/9/5,9085,,2016/9/5,2219.5,,2016/9/5,17145,,2016/9/5,1389,,2016/9/5,4100,,2016/9/5,4488,,2016/9/5,3028,,2016/9/5,13605,,2016/9/5,501.3,,2016/9/5,4756,,2016/9/5,1608.5,,2016/9/5,1957.5,,2016/9/5,2271,,2016/9/5,7371
2016/9/6,656.52,,2016/9/6,6235,,2016/9/6,3179,,2016/9/6,3435,,2016/9/6,1055,,2016/9/6,1066.5,,2016/9/6,4312,,2016/9/6,6898,,2016/9/6,4753,,2016/9/6,3166,,2016/9/6,2664.5,,2016/9/6,567.2,,2016/9/6,3716,,2016/9/6,183.7,,2016/9/6,4202,,2016/9/6,485.4,,2016/9/6,17355,,2016/9/6,9093,,2016/9/6,2200.5,,2016/9/6,17120,,2016/9/6,1388,,2016/9/6,4107,,2016/9/6,4522,,2016/9/6,3040,,2016/9/6,13510,,2016/9/6,503.9,,2016/9/6,4734,,2016/9/6,1580,,2016/9/6,1950,,2016/9/6,2280,,2016/9/6,7396
2016/9/7,652.01,,2016/9/7,6184,,2016/9/7,3169,,2016/9/7,3437,,2016/9/7,1045,,2016/9/7,1049.5,,2016/9/7,4233,,2016/9/7,6884,,2016/9/7,4750,,2016/9/7,3183,,2016/9/7,2651.5,,2016/9/7,551.3,,2016/9/7,3648,,2016/9/7,180.8,,2016/9/7,4123,,2016/9/7,477.3,,2016/9/7,17310,,2016/9/7,9094,,2016/9/7,2197,,2016/9/7,17165,,2016/9/7,1379.5,,2016/9/7,4045,,2016/9/7,4496,,2016/9/7,3017,,2016/9/7,13385,,2016/9/7,499,,2016/9/7,4708,,2016/9/7,1598,,2016/9/7,1964.5,,2016/9/7,2273.5,,2016/9/7,7501
2016/9/8,648.37,,2016/9/8,6190,,2016/9/8,3167,,2016/9/8,3411,,2016/9/8,1044.5,,2016/9/8,1039.5,,2016/9/8,4293,,2016/9/8,6845,,2016/9/8,4718,,2016/9/8,3129,,2016/9/8,2642,,2016/9/8,544,,2016/9/8,3600,,2016/9/8,179.5,,2016/9/8,4093,,2016/9/8,480.5,,2016/9/8,17135,,2016/9/8,9073,,2016/9/8,2207.5,,2016/9/8,17405,,2016/9/8,1382.5,,2016/9/8,3985,,2016/9/8,4481,,2016/9/8,3020,,2016/9/8,13220,,2016/9/8,491.9,,2016/9/8,4680,,2016/9/8,1586,,2016/9/8,1964,,2016/9/8,2290,,2016/9/8,7245
2016/9/9,646.93,,2016/9/9,6171,,2016/9/9,3136,,2016/9/9,3389,,2016/9/9,1049,,2016/9/9,1047,,2016/9/9,4330,,2016/9/9,6899,,2016/9/9,4629,,2016/9/9,3097,,2016/9/9,2601,,2016/9/9,546.2,,2016/9/9,3592,,2016/9/9,180.1,,2016/9/9,4039,,2016/9/9,486.6,,2016/9/9,17250,,2016/9/9,9061,,2016/9/9,2216,,2016/9/9,17185,,2016/9/9,1394.5,,2016/9/9,3966,,2016/9/9,4460,,2016/9/9,3005,,2016/9/9,13190,,2016/9/9,489.9,,2016/9/9,4710,,2016/9/9,1578,,2016/9/9,1966.5,,2016/9/9,2315.5,,2016/9/9,7240
2016/9/12,635.98,,2016/9/12,6093,,2016/9/12,3090,,2016/9/12,3287,,2016/9/12,1031.5,,2016/9/12,1030.5,,2016/9/12,4279,,2016/9/12,6691,,2016/9/12,4591,,2016/9/12,3074,,2016/9/12,2577.5,,2016/9/12,532.3,,2016/9/12,3520,,2016/9/12,178,,2016/9/12,3944,,2016/9/12,481.8,,2016/9/12,16735,,2016/9/12,8958,,2016/9/12,2176,,2016/9/12,17125,,2016/9/12,1369,,2016/9/12,3950,,2016/9/12,4416,,2016/9/12,2901.5,,2016/9/12,12685,,2016/9/12,477.8,,2016/9/12,4668,,2016/9/12,1569,,2016/9/12,1932.5,,2016/9/12,2264,,2016/9/12,7046
2016/9/13,634.52,,2016/9/13,6109,,2016/9/13,3111,,2016/9/13,3337,,2016/9/13,1036,,2016/9/13,1019.5,,2016/9/13,4254,,2016/9/13,6587,,2016/9/13,4575,,2016/9/13,3074,,2016/9/13,2553,,2016/9/13,524.1,,2016/9/13,3443,,2016/9/13,175.1,,2016/9/13,3881,,2016/9/13,475.9,,2016/9/13,16965,,2016/9/13,8999,,2016/9/13,2139.5,,2016/9/13,17105,,2016/9/13,1378,,2016/9/13,3993,,2016/9/13,4398,,2016/9/13,2920.5,,2016/9/13,12645,,2016/9/13,477.3,,2016/9/13,4713,,2016/9/13,1591,,2016/9/13,1940,,2016/9/13,2248.5,,2016/9/13,7082
2016/9/14,629.1,,2016/9/14,6050,,2016/9/14,3071,,2016/9/14,3319,,2016/9/14,1024.5,,2016/9/14,1021,,2016/9/14,4222,,2016/9/14,6501,,2016/9/14,4546,,2016/9/14,3050,,2016/9/14,2537,,2016/9/14,507.5,,2016/9/14,3409,,2016/9/14,173.3,,2016/9/14,3944,,2016/9/14,471.5,,2016/9/14,16910,,2016/9/14,9006,,2016/9/14,2098.5,,2016/9/14,17165,,2016/9/14,1354,,2016/9/14,3970,,2016/9/14,4366,,2016/9/14,2903,,2016/9/14,12685,,2016/9/14,473,,2016/9/14,4640,,2016/9/14,1594,,2016/9/14,1941.5,,2016/9/14,2259,,2016/9/14,6999
2016/9/15,620.47,,2016/9/15,5970,,2016/9/15,2982,,2016/9/15,3279,,2016/9/15,999.7,,2016/9/15,1015,,2016/9/15,4111,,2016/9/15,6345,,2016/9/15,4515,,2016/9/15,3031,,2016/9/15,2509.5,,2016/9/15,497.7,,2016/9/15,3345,,2016/9/15,170.5,,2016/9/15,3870,,2016/9/15,461.3,,2016/9/15,16805,,2016/9/15,8823,,2016/9/15,2094.5,,2016/9/15,17100,,2016/9/15,1335.5,,2016/9/15,3948,,2016/9/15,4338,,2016/9/15,2887,,2016/9/15,12810,,2016/9/15,467.5,,2016/9/15,4565,,2016/9/15,1580,,2016/9/15,1893.5,,2016/9/15,2160.5,,2016/9/15,7048
2016/9/16,623.17,,2016/9/16,5866,,2016/9/16,2983.5,,2016/9/16,3270,,2016/9/16,1003,,2016/9/16,1014.5,,2016/9/16,4084,,2016/9/16,6404,,2016/9/16,4507,,2016/9/16,3016,,2016/9/16,2517,,2016/9/16,511.2,,2016/9/16,3420,,2016/9/16,173.4,,2016/9/16,3919,,2016/9/16,463,,2016/9/16,16960,,2016/9/16,8949,,2016/9/16,2065.5,,2016/9/16,17585,,2016/9/16,1338,,2016/9/16,3958,,2016/9/16,4427,,2016/9/16,2901.5,,2016/9/16,13350,,2016/9/16,475.8,,2016/9/16,4597,,2016/9/16,1582.5,,2016/9/16,1860,,2016/9/16,2127.5,,2016/9/16,7044
2016/9/20,627.81,,2016/9/20,5952,,2016/9/20,2961,,2016/9/20,3320,,2016/9/20,1009,,2016/9/20,1018,,2016/9/20,4137,,2016/9/20,6477,,2016/9/20,4614,,2016/9/20,3067,,2016/9/20,2559,,2016/9/20,515.4,,2016/9/20,3437,,2016/9/20,174.2,,2016/9/20,3897,,2016/9/20,461.2,,2016/9/20,16915,,2016/9/20,8974,,2016/9/20,2124,,2016/9/20,17465,,2016/9/20,1343.5,,2016/9/20,3966,,2016/9/20,4546,,2016/9/20,2902,,2016/9/20,13350,,2016/9/20,473.4,,2016/9/20,4644,,2016/9/20,1569.5,,2016/9/20,1873,,2016/9/20,2076.5,,2016/9/20,7030
2016/9/21,647.53,,2016/9/21,6144,,2016/9/21,3080,,2016/9/21,3373,,2016/9/21,1023.5,,2016/9/21,1052,,2016/9/21,4273,,2016/9/21,6662,,2016/9/21,4697,,2016/9/21,3101,,2016/9/21,2583,,2016/9/21,553.3,,2016/9/21,3689,,2016/9/21,186.1,,2016/9/21,4068,,2016/9/21,484.1,,2016/9/21,17285,,2016/9/21,9223,,2016/9/21,2156,,2016/9/21,17725,,2016/9/21,1358.5,,2016/9/21,4048,,2016/9/21,4721,,2016/9/21,2942.5,,2016/9/21,13345,,2016/9/21,490.1,,2016/9/21,4764,,2016/9/21,1580,,2016/9/21,1939,,2016/9/21,2168,,2016/9/21,7190
2016/9/23,642.6,,2016/9/23,5950,,2016/9/23,3007,,2016/9/23,3400,,2016/9/23,1033.5,,2016/9/23,1049.5,,2016/9/23,4209,,2016/9/23,6658,,2016/9/23,4727,,2016/9/23,3156,,2016/9/23,2617,,2016/9/23,544.8,,2016/9/23,3629,,2016/9/23,182.5,,2016/9/23,4061,,2016/9/23,467,,2016/9/23,17170,,2016/9/23,9383,,2016/9/23,2174,,2016/9/23,17625,,2016/9/23,1367.5,,2016/9/23,4008,,2016/9/23,4667,,2016/9/23,2921,,2016/9/23,13200,,2016/9/23,483.7,,2016/9/23,4805,,2016/9/23,1594.5,,2016/9/23,1886,,2016/9/23,2129,,2016/9/23,7126
2016/9/26,636.71,,2016/9/26,5917,,2016/9/26,2942.5,,2016/9/26,3381,,2016/9/26,1020.5,,2016/9/26,1030.5,,2016/9/26,4119,,2016/9/26,6623,,2016/9/26,4743,,2016/9/26,3154,,2016/9/26,2615.5,,2016/9/26,533.6,,2016/9/26,3578,,2016/9/26,180.2,,2016/9/26,3998,,2016/9/26,461.6,,2016/9/26,16900,,2016/9/26,9193,,2016/9/26,2150.5,,2016/9/26,17350,,2016/9/26,1361.5,,2016/9/26,4021,,2016/9/26,4704,,2016/9/26,2923,,2016/9/26,12765,,2016/9/26,470.7,,2016/9/26,4841,,2016/9/26,1589.5,,2016/9/26,1838,,2016/9/26,2113,,2016/9/26,7042
2016/9/27,641.11,,2016/9/27,6014,,2016/9/27,2972,,2016/9/27,3378,,2016/9/27,1028,,2016/9/27,1032,,2016/9/27,4107,,2016/9/27,6666,,2016/9/27,4800,,2016/9/27,3219,,2016/9/27,2623,,2016/9/27,526.2,,2016/9/27,3553,,2016/9/27,178.2,,2016/9/27,4051,,2016/9/27,458.5,,2016/9/27,16915,,2016/9/27,9171,,2016/9/27,2164.5,,2016/9/27,17600,,2016/9/27,1368,,2016/9/27,4066,,2016/9/27,4756,,2016/9/27,2946,,2016/9/27,13115,,2016/9/27,477.6,,2016/9/27,4896,,2016/9/27,1607.5,,2016/9/27,1864.5,,2016/9/27,2131.5,,2016/9/27,7140
2016/9/28,629.59,,2016/9/28,5872,,2016/9/28,2918,,2016/9/28,3368,,2016/9/28,1001.5,,2016/9/28,1008,,2016/9/28,4014,,2016/9/28,6531,,2016/9/28,4722,,2016/9/28,3139,,2016/9/28,2564,,2016/9/28,509.2,,2016/9/28,3408,,2016/9/28,171.3,,2016/9/28,3937,,2016/9/28,441.6,,2016/9/28,16940,,2016/9/28,9071,,2016/9/28,2191.5,,2016/9/28,17440,,2016/9/28,1353.5,,2016/9/28,4074,,2016/9/28,4708,,2016/9/28,2917.5,,2016/9/28,13160,,2016/9/28,471.3,,2016/9/28,4858,,2016/9/28,1595.5,,2016/9/28,1842.5,,2016/9/28,2080,,2016/9/28,7008
2016/9/29,636.44,,2016/9/29,5898,,2016/9/29,2955,,2016/9/29,3383,,2016/9/29,1003.5,,2016/9/29,1037.5,,2016/9/29,4015,,2016/9/29,6710,,2016/9/29,4713,,2016/9/29,3186,,2016/9/29,2564,,2016/9/29,516,,2016/9/29,3432,,2016/9/29,172.4,,2016/9/29,3908,,2016/9/29,455.7,,2016/9/29,17290,,2016/9/29,9159,,2016/9/29,2272,,2016/9/29,17410,,2016/9/29,1394.5,,2016/9/29,4125,,2016/9/29,4794,,2016/9/29,2965.5,,2016/9/29,13295,,2016/9/29,482.7,,2016/9/29,4845,,2016/9/29,1600,,2016/9/29,1867,,2016/9/29,2125.5,,2016/9/29,7083
2016/9/30,626.33,,2016/9/30,5779,,2016/9/30,2887.5,,2016/9/30,3293,,2016/9/30,982.7,,2016/9/30,1002,,2016/9/30,4000,,2016/9/30,6522,,2016/9/30,4614,,2016/9/30,3115,,2016/9/30,2562,,2016/9/30,505.1,,2016/9/30,3380,,2016/9/30,168.6,,2016/9/30,3834,,2016/9/30,446.1,,2016/9/30,17010,,2016/9/30,9080,,2016/9/30,2285,,2016/9/30,17210,,2016/9/30,1390.5,,2016/9/30,4119,,2016/9/30,4757,,2016/9/30,2923.5,,2016/9/30,13030,,2016/9/30,468.6,,2016/9/30,4823,,2016/9/30,1573.5,,2016/9/30,1888,,2016/9/30,2135.5,,2016/9/30,7002
